GEOID,County,State,farmfertN-kg-2017
45043,Georgetown,SC,541397
45045,Greenville,SC,498601
45047,Greenwood,SC,290714
45049,Hampton,SC,1753242
45051,Horry,SC,4774480
45053,Jasper,SC,237700
45055,Kershaw,SC,303812
45057,Lancaster,SC,409460
45059,Laurens,SC,781890
45061,Lee,SC,2388747
45063,Lexington,SC,2106558
45065,McCormick,SC,62589
45067,Marion,SC,929159
45069,Marlboro,SC,1609325
45071,Newberry,SC,793209
45073,Oconee,SC,539851
45075,Orangeburg,SC,5810248
45077,Pickens,SC,326248
45079,Richland,SC,735251
45081,Saluda,SC,979114
45083,Spartanburg,SC,1087417
45085,Sumter,SC,2764656
45087,Union,SC,246499
45089,Williamsburg,SC,3540409
45091,York,SC,1645141
46003,Aurora,SD,8798589
46005,Beadle,SD,16587710
46007,Bennett,SD,2421059
46009,Bon Homme,SD,7990117
46011,Brookings,SD,11438989
46013,Brown,SD,27633696
46015,Brule,SD,9049929
46017,Buffalo,SD,3132539
46019,Butte,SD,1018136
46021,Campbell,SD,7446541
46023,Charles Mix,SD,15251396
46025,Clark,SD,16106219
46027,Clay,SD,8519545
46029,Codington,SD,8215989
46031,Corson,SD,5230113
46033,Custer,SD,223844
46035,Davison,SD,6003234
46037,Day,SD,15213818
46039,Deuel,SD,7758187
46041,Dewey,SD,2095945
46043,Douglas,SD,6760901
46045,Edmunds,SD,15930552
46047,Fall River,SD,760975
46049,Faulk,SD,12778987
46051,Grant,SD,11039142
46053,Gregory,SD,4411008
46055,Haakon,SD,4651310
46057,Hamlin,SD,9030985
46059,Hand,SD,17575266
46061,Hanson,SD,8094124
46063,Harding,SD,1857108
46065,Hughes,SD,6574929
46067,Hutchinson,SD,13674200
46069,Hyde,SD,4995930
46071,Jackson,SD,1779264
46073,Jerauld,SD,6184778
46075,Jones,SD,4572919
46077,Kingsbury,SD,13564377
46079,Lake,SD,9337924
46081,Lawrence,SD,142681
46083,Lincoln,SD,9947806
46085,Lyman,SD,8175450
46087,McCook,SD,12618801
46089,McPherson,SD,6717482
46091,Marshall,SD,10553944
46093,Meade,SD,2762971
46095,Mellette,SD,961659
46097,Miner,SD,7541797
46099,Minnehaha,SD,13220751
46101,Moody,SD,9119444
46103,Pennington,SD,1810825
46105,Perkins,SD,2967675
46107,Potter,SD,14946333
46109,Roberts,SD,14851502
46111,Sanborn,SD,5405267
46113,Shannon,SD,4523
46115,Spink,SD,25650784
46117,Stanley,SD,3415968
46119,Sully,SD,16705094
46121,Todd,SD,1188093
46123,Tripp,SD,9157136
46125,Turner,SD,13991096
46127,Union,SD,10780437
46129,Walworth,SD,8891705
46135,Yankton,SD,9797881
46137,Ziebach,SD,3455801
47001,Anderson,TN,305565
47003,Bedford,TN,2988763
47005,Benton,TN,921387
47007,Bledsoe,TN,1121676
47009,Blount,TN,831123
47011,Bradley,TN,802807
47013,Campbell,TN,185674
47015,Cannon,TN,1522349
47017,Carroll,TN,4523460
47019,Carter,TN,292530
47021,Cheatham,TN,1088690
47023,Chester,TN,1743581
47025,Claiborne,TN,916025
47027,Clay,TN,685293
47029,Cocke,TN,676449
47031,Coffee,TN,2952469
47033,Crockett,TN,5895062
47035,Cumberland,TN,1519430
47037,Davidson,TN,202047
47039,Decatur,TN,602441
47041,DeKalb,TN,992026
47043,Dickson,TN,1130123
47045,Dyer,TN,7451689
47047,Fayette,TN,6732258
47049,Fentress,TN,1053989
47051,Franklin,TN,1934118
47053,Gibson,TN,9343730
47055,Giles,TN,2290131
47057,Grainger,TN,778693
47059,Greene,TN,2204508
47061,Grundy,TN,433033
47063,Hamblen,TN,651683
47065,Hamilton,TN,325134
47067,Hancock,TN,348668
47069,Hardeman,TN,2703428
47071,Hardin,TN,2359033
47073,Hawkins,TN,770245
47075,Haywood,TN,6763737
47077,Henderson,TN,2177569
47079,Henry,TN,3926770
47081,Hickman,TN,1097996
47083,Houston,TN,525986
47085,Humphreys,TN,812280
47087,Jackson,TN,321157
47089,Jefferson,TN,853212
47091,Johnson,TN,253138
47093,Knox,TN,644699
47095,Lake,TN,1662965
47097,Lauderdale,TN,4097072
47099,Lawrence,TN,4286296
47101,Lewis,TN,151359
47103,Lincoln,TN,4169872
47105,Loudon,TN,2842328
47107,McMinn,TN,1202811
47109,McNairy,TN,1767264
47111,Macon,TN,1681555
47113,Madison,TN,3410521
47115,Marion,TN,471860
47117,Marshall,TN,1368381
47119,Maury,TN,1850256
47121,Meigs,TN,447175
47123,Monroe,TN,1512046
47125,Montgomery,TN,2051670
47127,Moore,TN,423529
47129,Morgan,TN,370134
47131,Obion,TN,6573508
47133,Overton,TN,1127447
47135,Perry,TN,364973
47137,Pickett,TN,314589
47139,Polk,TN,335862
47141,Putnam,TN,1074335
47143,Rhea,TN,322821
47145,Roane,TN,260288
47147,Robertson,TN,6544448
47149,Rutherford,TN,1598491
47151,Scott,TN,169440
47153,Sequatchie,TN,203855
47155,Sevier,TN,315469
47157,Shelby,TN,1344534
47159,Smith,TN,1309014
47161,Stewart,TN,419996
47163,Sullivan,TN,600673
47165,Sumner,TN,1854252
47167,Tipton,TN,5499823
47169,Trousdale,TN,358027
47171,Unicoi,TN,47595
47173,Union,TN,315114
47175,Van Buren,TN,478407
47177,Warren,TN,2770017
47179,Washington,TN,1415465
47181,Wayne,TN,1253309
47183,Weakley,TN,6743091
47185,White,TN,1252851
47187,Williamson,TN,1054160
47189,Wilson,TN,996677
48001,Anderson,TX,2711650
48003,Andrews,TX,513065
48005,Angelina,TX,672674
48007,Aransas,TX,37267
48009,Archer,TX,1518978
48011,Armstrong,TX,1080550
48013,Atascosa,TX,2508906
48015,Austin,TX,1596617
48017,Bailey,TX,4967787
48019,Bandera,TX,193658
48021,Bastrop,TX,1885300
48023,Baylor,TX,2147931
48025,Bee,TX,1888582
48027,Bell,TX,5575291
48029,Bexar,TX,2143588
48031,Blanco,TX,531452
48033,Borden,TX,957463
48035,Bosque,TX,1985678
48037,Bowie,TX,1810270
48039,Brazoria,TX,3383829
48041,Brazos,TX,2069721
48043,Brewster,TX,262253
48045,Briscoe,TX,1927747
48047,Brooks,TX,142060
48049,Brown,TX,1533262
48051,Burleson,TX,3291456
48053,Burnet,TX,633630
48055,Caldwell,TX,2382776
48057,Calhoun,TX,2265406
48059,Callahan,TX,1211189
48061,Cameron,TX,8289712
48063,Camp,TX,464580
48065,Carson,TX,7182479
48067,Cass,TX,609632
48069,Castro,TX,9222458
48071,Chambers,TX,1340105
48073,Cherokee,TX,1962340
48075,Childress,TX,1662401
48077,Clay,TX,2178986
48079,Cochran,TX,8540523
48081,Coke,TX,227992
48083,Coleman,TX,2058232
48085,Collin,TX,3515796
48087,Collingsworth,TX,3542900
48089,Colorado,TX,4661503
48091,Comal,TX,262263
48093,Comanche,TX,4675542
48095,Concho,TX,1719154
48097,Cooke,TX,3287920
48099,Coryell,TX,1889593
48101,Cottle,TX,1130875
48103,Crane,TX,10761
48105,Crockett,TX,29710
48107,Crosby,TX,5863278
48109,Culberson,TX,299768
48111,Dallam,TX,11928328
48113,Dallas,TX,415142
48115,Dawson,TX,10578318
48117,Deaf Smith,TX,9769176
48119,Delta,TX,2656284
48121,Denton,TX,3298037
48123,DeWitt,TX,1933789
48125,Dickens,TX,1890041
48127,Dimmit,TX,245623
48129,Donley,TX,971751
48131,Duval,TX,413440
48133,Eastland,TX,1697865
48135,Ector,TX,42087
48137,Edwards,TX,56511
48139,Ellis,TX,7123984
48141,El Paso,TX,2539342
48143,Erath,TX,3141346
48145,Falls,TX,8372853
48147,Fannin,TX,5122065
48149,Fayette,TX,3296823
48151,Fisher,TX,2887786
48153,Floyd,TX,10164371
48155,Foard,TX,611473
48157,Fort Bend,TX,5694185
48159,Franklin,TX,547437
48161,Freestone,TX,1756555
48163,Frio,TX,3652516
48165,Gaines,TX,15586914
48167,Galveston,TX,351822
48169,Garza,TX,1000838
48171,Gillespie,TX,1798327
48173,Glasscock,TX,2910223
48175,Goliad,TX,1066248
48177,Gonzales,TX,3505404
48179,Gray,TX,2040496
48181,Grayson,TX,5650612
48183,Gregg,TX,337679
48185,Grimes,TX,1750612
48187,Guadalupe,TX,3163360
48189,Hale,TX,14416979
48191,Hall,TX,4789024
48193,Hamilton,TX,2197733
48195,Hansford,TX,9533768
48197,Hardeman,TX,894398
48199,Hardin,TX,426186
48201,Harris,TX,1907944
48203,Harrison,TX,913499
48205,Hartley,TX,12514694
48207,Haskell,TX,3196842
48209,Hays,TX,762641
48211,Hemphill,TX,444622
48213,Henderson,TX,2397609
48215,Hidalgo,TX,16252034
48217,Hill,TX,9449914
48219,Hockley,TX,8713266
48221,Hood,TX,1337358
48223,Hopkins,TX,2207400
48225,Houston,TX,2418256
48227,Howard,TX,1398063
48229,Hudspeth,TX,617479
48231,Hunt,TX,3663280
48233,Hutchinson,TX,2014375
48235,Irion,TX,184824
48237,Jack,TX,661850
48239,Jackson,TX,8019396
48241,Jasper,TX,679746
48243,Jeff Davis,TX,130331
48245,Jefferson,TX,1530876
48247,Jim Hogg,TX,105252
48249,Jim Wells,TX,3344669
48251,Johnson,TX,3500220
48253,Jones,TX,2578583
48255,Karnes,TX,2328066
48257,Kaufman,TX,2802912
48259,Kendall,TX,433088
48261,Kenedy,TX,125565
48263,Kent,TX,171152
48265,Kerr,TX,272979
48267,Kimble,TX,149274
48269,King,TX,267680
48271,Kinney,TX,101355
48273,Kleberg,TX,2114488
48275,Knox,TX,1998726
48277,Lamar,TX,4103859
48279,Lamb,TX,12148599
48281,Lampasas,TX,619473
48283,La Salle,TX,201818
48285,Lavaca,TX,3236148
48287,Lee,TX,2084509
48289,Leon,TX,2977957
48291,Liberty,TX,1993012
48293,Limestone,TX,2474294
48295,Lipscomb,TX,3230418
48297,Live Oak,TX,822376
48299,Llano,TX,537504
48301,Loving,TX,14190
48303,Lubbock,TX,13776492
48305,Lynn,TX,8965957
48307,McCulloch,TX,1238409
48309,McLennan,TX,9328715
48311,McMullen,TX,266995
48313,Madison,TX,3564482
48315,Marion,TX,127561
48317,Martin,TX,5612374
48319,Mason,TX,999508
48321,Matagorda,TX,6334535
48323,Maverick,TX,217242
48325,Medina,TX,4620035
48327,Menard,TX,137531
48329,Midland,TX,653473
48331,Milam,TX,5962922
48333,Mills,TX,798850
48335,Mitchell,TX,911919
48337,Montague,TX,2136025
48339,Montgomery,TX,1008300
48341,Moore,TX,6542503
48343,Morris,TX,340126
48345,Motley,TX,415655
48347,Nacogdoches,TX,801592
48349,Navarro,TX,5036443
48351,Newton,TX,195013
48353,Nolan,TX,1566575
48355,Nueces,TX,12502457
48357,Ochiltree,TX,6814989
48359,Oldham,TX,1547997
48361,Orange,TX,278986
48363,Palo Pinto,TX,1266236
48365,Panola,TX,784482
48367,Parker,TX,3135574
48369,Parmer,TX,8586996
48371,Pecos,TX,1748340
48373,Polk,TX,385602
48375,Potter,TX,463402
48377,Presidio,TX,149597
48379,Rains,TX,816467
48381,Randall,TX,2092348
48383,Reagan,TX,777454
48385,Real,TX,33298
48387,Red River,TX,1760016
48389,Reeves,TX,485851
48391,Refugio,TX,2055333
48393,Roberts,TX,364406
48395,Robertson,TX,3724776
48397,Rockwall,TX,793305
48399,Runnels,TX,3259218
48401,Rusk,TX,1052958
48403,Sabine,TX,153747
48405,San Augustine,TX,324861
48407,San Jacinto,TX,579014
48409,San Patricio,TX,8244725
48411,San Saba,TX,1860560
48413,Schleicher,TX,610422
48415,Scurry,TX,1583012
48417,Shackelford,TX,342573
48419,Shelby,TX,823433
48421,Sherman,TX,11508428
48423,Smith,TX,2590639
48425,Somervell,TX,405340
48427,Starr,TX,988026
48429,Stephens,TX,277752
48431,Sterling,TX,95183
48433,Stonewall,TX,550803
48435,Sutton,TX,168000
48437,Swisher,TX,6110479
48439,Tarrant,TX,696937
48441,Taylor,TX,1522537
48443,Terrell,TX,139875
48445,Terry,TX,11918309
48447,Throckmorton,TX,1877974
48449,Titus,TX,474276
48451,Tom Green,TX,2724106
48453,Travis,TX,1918126
48455,Trinity,TX,459500
48457,Tyler,TX,474433
48459,Upshur,TX,1063575
48461,Upton,TX,895030
48463,Uvalde,TX,2927624
48465,Val Verde,TX,59174
48467,Van Zandt,TX,3132872
48469,Victoria,TX,2945744
48471,Walker,TX,1059886
48473,Waller,TX,2761200
48475,Ward,TX,47104
48477,Washington,TX,1476486
48479,Webb,TX,204113
48481,Wharton,TX,15536585
48483,Wheeler,TX,1297260
48485,Wichita,TX,2364609
48487,Wilbarger,TX,3715250
48489,Willacy,TX,6605603
48491,Williamson,TX,9156457
48493,Wilson,TX,2885050
48495,Winkler,TX,8776
48497,Wise,TX,3223660
48499,Wood,TX,1659259
48501,Yoakum,TX,8678301
48503,Young,TX,1151562
48505,Zapata,TX,62458
48507,Zavala,TX,1935990
49001,Beaver,UT,937818
49003,Box Elder,UT,4612391
49005,Cache,UT,2901019
49007,Carbon,UT,232986
49009,Daggett,UT,31933
49011,Davis,UT,622953
49013,Duchesne,UT,1812870
49015,Emery,UT,413551
49017,Garfield,UT,261551
49019,Grand,UT,206531
49021,Iron,UT,3136366
49023,Juab,UT,831073
49025,Kane,UT,63387
49027,Millard,UT,6132444
49029,Morgan,UT,198017
49031,Piute,UT,190429
49033,Rich,UT,372485
49035,Salt Lake,UT,946244
49037,San Juan,UT,178331
49039,Sanpete,UT,1553843
49041,Sevier,UT,1035330
49043,Summit,UT,251747
49045,Tooele,UT,394696
49047,Uintah,UT,1354795
49049,Utah,UT,3118146
49051,Wasatch,UT,124483
49053,Washington,UT,331585
49055,Wayne,UT,164826
49057,Weber,UT,944683
50001,Addison,VT,1495671
50003,Bennington,VT,151736
50005,Caledonia,VT,406531
50007,Chittenden,VT,388715
50009,Essex,VT,119838
50011,Franklin,VT,1772081
50013,Grand Isle,VT,293757
50015,Lamoille,VT,222777
50017,Orange,VT,359111
50019,Orleans,VT,1264813
50021,Rutland,VT,404975
50023,Washington,VT,363479
50025,Windham,VT,306769
50027,Windsor,VT,318551
51001,Accomack,VA,2221449
51003,Albemarle,VA,860832
51005,Alleghany,VA,82865
51007,Amelia,VA,935533
51009,Amherst,VA,299365
51011,Appomattox,VA,615062
51013,Arlington,VA,4362
51015,Augusta,VA,3350315
51017,Bath,VA,191672
51019,Bedford,VA,1557406
51021,Bland,VA,283501
51023,Botetourt,VA,642883
51025,Brunswick,VA,863791
51027,Buchanan,VA,21624
51029,Buckingham,VA,443997
51031,Campbell,VA,1353546
51033,Caroline,VA,1657393
51035,Carroll,VA,1154084
51036,Charles City,VA,724548
51037,Charlotte,VA,1143537
51041,Chesterfield,VA,189712
51043,Clarke,VA,621453
51045,Craig,VA,175087
51047,Culpeper,VA,1595099
51049,Cumberland,VA,367716
51051,Dickenson,VA,43915
51053,Dinwiddie,VA,1099371
51057,Essex,VA,1470680
51059,Fairfax,VA,29790
51061,Fauquier,VA,1441647
51063,Floyd,VA,1010175
51065,Fluvanna,VA,293075
51067,Franklin,VA,2479603
51069,Frederick,VA,734686
51071,Giles,VA,200191
51073,Gloucester,VA,597513
51075,Goochland,VA,457437
51077,Grayson,VA,726812
51079,Greene,VA,245115
51081,Greensville,VA,1207038
51083,Halifax,VA,1349831
51085,Hanover,VA,2368731
51087,Henrico,VA,302277
51089,Henry,VA,317711
51091,Highland,VA,175773
51093,Isle of Wight,VA,2251728
51095,James City,VA,179992
51097,King and Queen,VA,1169469
51099,King George,VA,548170
51101,King William,VA,956825
51103,Lancaster,VA,526246
51105,Lee,VA,548006
51107,Loudoun,VA,1150896
51109,Louisa,VA,599574
51111,Lunenburg,VA,870609
51113,Madison,VA,1512409
51115,Mathews,VA,197846
51117,Mecklenburg,VA,2485247
51119,Middlesex,VA,673965
51121,Montgomery,VA,589308
51125,Nelson,VA,604169
51127,New Kent,VA,430080
51131,Northampton,VA,2272812
51133,Northumberland,VA,1363661
51135,Nottoway,VA,516375
51137,Orange,VA,1610988
51139,Page,VA,470829
51141,Patrick,VA,677220
51143,Pittsylvania,VA,3306088
51145,Powhatan,VA,311660
51147,Prince Edward,VA,389499
51149,Prince George,VA,792587
51153,Prince William,VA,370247
51155,Pulaski,VA,544364
51157,Rappahannock,VA,253327
51159,Richmond,VA,1221513
51161,Roanoke,VA,90806
51163,Rockbridge,VA,757544
51165,Rockingham,VA,3928879
51167,Russell,VA,664980
51169,Scott,VA,620386
51171,Shenandoah,VA,1502150
51173,Smyth,VA,743907
51175,Southampton,VA,3639631
51177,Spotsylvania,VA,501349
51179,Stafford,VA,410345
51181,Surry,VA,1019910
51183,Sussex,VA,1412858
51185,Tazewell,VA,468140
51187,Warren,VA,221374
51191,Washington,VA,1253806
51193,Westmoreland,VA,1423444
51195,Wise,VA,79382
51197,Wythe,VA,1239327
51199,York,VA,12554
51550,Chesapeake City,VA,1192580
51800,Suffolk,VA,1934715
51810,Virginia Beach City,VA,914905
53001,Adams,WA,18504414
53003,Asotin,WA,924269
53005,Benton,WA,22807375
53007,Chelan,WA,2697188
53009,Clallam,WA,205474
53011,Clark,WA,814610
53013,Columbia,WA,2923083
53015,Cowlitz,WA,445876
53017,Douglas,WA,5625744
53019,Ferry,WA,80963
53021,Franklin,WA,19074284
53023,Garfield,WA,3238024
53025,Grant,WA,39961044
53027,Grays Harbor,WA,759106
53029,Island,WA,153832
53031,Jefferson,WA,38707
53033,King,WA,665084
53035,Kitsap,WA,122388
53037,Kittitas,WA,3497516
53039,Klickitat,WA,3410639
53041,Lewis,WA,852137
53043,Lincoln,WA,12569555
53045,Mason,WA,103909
53047,Okanogan,WA,4575027
53049,Pacific,WA,191514
53051,Pend Oreille,WA,263252
53053,Pierce,WA,480340
53055,San Juan,WA,100318
53057,Skagit,WA,6514286
53059,Skamania,WA,32697
53061,Snohomish,WA,1676150
53063,Spokane,WA,9531405
53065,Stevens,WA,622914
53067,Thurston,WA,1396624
53069,Wahkiakum,WA,52111
53071,Walla Walla,WA,15029971
53073,Whatcom,WA,3637592
53075,Whitman,WA,19723498
53077,Yakima,WA,19153996
54001,Barbour,WV,297722
54003,Berkeley,WV,603883
54005,Boone,WV,4492
54007,Braxton,WV,200371
54009,Brooke,WV,49183
54011,Cabell,WV,87400
54013,Calhoun,WV,92532
54015,Clay,WV,31689
54017,Doddridge,WV,94117
54019,Fayette,WV,90506
54021,Gilmer,WV,80024
54023,Grant,WV,331732
54025,Greenbrier,WV,772974
54027,Hampshire,WV,375362
54029,Hancock,WV,35342
54031,Hardy,WV,483528
54033,Harrison,WV,227224
54035,Jackson,WV,242077
54037,Jefferson,WV,1119055
54039,Kanawha,WV,40182
54041,Lewis,WV,189548
54043,Lincoln,WV,32425
54045,Logan,WV,6724
54047,McDowell,WV,8519
54049,Marion,WV,115039
54051,Marshall,WV,118217
54053,Mason,WV,830584
54055,Mercer,WV,251364
54057,Mineral,WV,248648
54059,Mingo,WV,4052
54061,Monongalia,WV,156755
54063,Monroe,WV,746474
54065,Morgan,WV,124967
54067,Nicholas,WV,155177
54069,Ohio,WV,116316
54071,Pendleton,WV,457330
54073,Pleasants,WV,55808
54075,Pocahontas,WV,364322
54077,Preston,WV,801541
54079,Putnam,WV,136982
54081,Raleigh,WV,173415
54083,Randolph,WV,155824
54085,Ritchie,WV,179490
54087,Roane,WV,216877
54089,Summers,WV,190464
54091,Taylor,WV,175600
54093,Tucker,WV,69188
54095,Tyler,WV,93005
54097,Upshur,WV,161681
54099,Wayne,WV,76866
54101,Webster,WV,12662
54103,Wetzel,WV,38531
54105,Wirt,WV,106179
54107,Wood,WV,134090
54109,Wyoming,WV,6963
55001,Adams,WI,6319887
55003,Ashland,WI,336354
55005,Barron,WI,7375816
55007,Bayfield,WI,284311
55009,Brown,WI,4520249
55011,Buffalo,WI,5829179
55013,Burnett,WI,1132077
55015,Calumet,WI,4219683
55017,Chippewa,WI,7474743
55019,Clark,WI,9014256
55021,Columbia,WI,9169989
55023,Crawford,WI,2848444
55025,Dane,WI,16269280
55027,Dodge,WI,11653799
55029,Door,WI,2355358
55031,Douglas,WI,82902
55033,Dunn,WI,9782265
55035,Eau Claire,WI,2807053
55037,Florence,WI,60609
55039,Fond du Lac,WI,8455870
55041,Forest,WI,175723
55043,Grant,WI,14061655
55045,Green,WI,8568522
55047,Green Lake,WI,4222475
55049,Iowa,WI,7787010
55051,Iron,WI,103056
55053,Jackson,WI,4116953
55055,Jefferson,WI,6276478
55057,Juneau,WI,4088307
55059,Kenosha,WI,2272560
55061,Kewaunee,WI,4192691
55063,La Crosse,WI,2490486
55065,Lafayette,WI,10897520
55067,Langlade,WI,3339275
55069,Lincoln,WI,842463
55071,Manitowoc,WI,5113550
55073,Marathon,WI,9974273
55075,Marinette,WI,2519343
55077,Marquette,WI,2951789
55079,Milwaukee,WI,191944
55081,Monroe,WI,5056437
55083,Oconto,WI,4098796
55085,Oneida,WI,166326
55087,Outagamie,WI,6870917
55089,Ozaukee,WI,1285732
55091,Pepin,WI,2902198
55093,Pierce,WI,6565761
55095,Polk,WI,5516748
55097,Portage,WI,12663014
55099,Price,WI,337478
55101,Racine,WI,3927264
55103,Richland,WI,3342057
55105,Rock,WI,13223675
55107,Rusk,WI,1401136
55109,St. Croix,WI,7518117
55111,Sauk,WI,6461334
55113,Sawyer,WI,678169
55115,Shawano,WI,6528052
55117,Sheboygan,WI,4836741
55119,Taylor,WI,2621991
55121,Trempealeau,WI,7308107
55123,Vernon,WI,4653203
55125,Vilas,WI,142731
55127,Walworth,WI,5989966
55129,Washburn,WI,881660
55131,Washington,WI,3524251
55133,Waukesha,WI,2280401
55135,Waupaca,WI,3927030
55137,Waushara,WI,6152583
55139,Winnebago,WI,4128765
55141,Wood,WI,3518363
56001,Albany,WY,1322074
56003,Big Horn,WY,7843619
56005,Campbell,WY,710396
56007,Carbon,WY,1758287
56009,Converse,WY,1121825
56011,Crook,WY,799482
56013,Fremont,WY,11352567
56015,Goshen,WY,5298496
56017,Hot Springs,WY,254666
56019,Johnson,WY,739872
56021,Laramie,WY,3946952
56023,Lincoln,WY,1223697
56025,Natrona,WY,1170532
56027,Niobrara,WY,920373
56029,Park,WY,8188953
56031,Platte,WY,2140454
56033,Sheridan,WY,1461946
56035,Sublette,WY,640199
56037,Sweetwater,WY,421877
56039,Teton,WY,205866
56041,Uinta,WY,1182466
56043,Washakie,WY,3037691
56045,Weston,WY,282249